"","plot","date","month","year","month.txt","lat","lon","spei"
"1","A218","1/1/1901",1,1901,"Jan",64.54661,-146.82771,-0.029123826
"2","C138","1/1/1901",1,1901,"Jan",65.20908,-147.21226,0.593127012
"3","D012","1/1/1901",1,1901,"Jan",64.29331,-146.44898,0.402760416
"4","D017","1/1/1901",1,1901,"Jan",64.27177,-146.18503,0.689092934
"5","D022","1/1/1901",1,1901,"Jan",64.20643,-145.85593,0.689092934
"6","D953","1/1/1901",1,1901,"Jan",63.47646,-143.83333,0.504680216
"7","F107","1/1/1901",1,1901,"Jan",65.01387,-147.50263,0.301831454
"8","F109","1/1/1901",1,1901,"Jan",65.05546,-147.37663,0.301831454
"9","H039","1/1/1901",1,1901,"Jan",64.39926,-146.88292,-0.029123826
"10","L135","1/1/1901",1,1901,"Jan",65.4746,-148.29583,0.00923958
"11","M002","1/1/1901",1,1901,"Jan",64.93764,-148.0893,-0.025111953
"12","M129","1/1/1901",1,1901,"Jan",64.90838,-148.20571,-0.025111953
"13","M317","1/1/1901",1,1901,"Jan",64.87877,-148.34483,0.250412732
"14","N117","1/1/1901",1,1901,"Jan",64.59141,-149.03287,0.201399758
"15","N088","1/1/1901",1,1901,"Jan",64.64441,-148.82215,0.201399758
"16","N130","1/1/1901",1,1901,"Jan",64.65214,-148.70134,-0.093956187
"17","N059","1/1/1901",1,1901,"Jan",64.62197,-149.04625,0.201399758
"18","N307","1/1/1901",1,1901,"Jan",64.4847,-149.07802,0.201399758
"19","N424","1/1/1901",1,1901,"Jan",64.70219,-148.65499,-0.093956187
"20","S244","1/1/1901",1,1901,"Jan",64.52528,-146.96903,-0.029123826
"21","S157","1/1/1901",1,1901,"Jan",63.68814,-144.48096,0.906653523
"22","T105","1/1/1901",1,1901,"Jan",64.84778,-147.034,0.593127012
"23","BCEF","1/1/1901",1,1901,"Jan",64.742956,-148.316347,-0.093956187
"24","BD3.5","1/1/1901",1,1901,"Jan",65.07541,-150.32988,0.093041658
"25","CPCR","1/1/1901",1,1901,"Jan",65.184791,-147.388939,0.301831454
"26","F028","1/1/1901",1,1901,"Jan",64.83533178,-148.085284,-0.025111953
"27","L137","1/1/1901",1,1901,"Jan",65.197966,-147.240658,0.593127012
"28","MDMX","1/1/1901",1,1901,"Jan",64.9043,-148.3197,0.250412732
"29","tcc55","1/1/1901",1,1901,"Jan",63.2182,-142.2077,0.519382536
"30","tcc56","1/1/1901",1,1901,"Jan",63.2182,-142.2077327,0.519382536
"31","tcc57","1/1/1901",1,1901,"Jan",63.2182,-142.2077327,0.519382536
"32","A218","2/1/1901",2,1901,"Feb",64.54661,-146.82771,0.662263513
"33","C138","2/1/1901",2,1901,"Feb",65.20908,-147.21226,0.412080467
"34","D012","2/1/1901",2,1901,"Feb",64.29331,-146.44898,0.891450167
"35","D017","2/1/1901",2,1901,"Feb",64.27177,-146.18503,1.19938755
"36","D022","2/1/1901",2,1901,"Feb",64.20643,-145.85593,1.19938755
"37","D953","2/1/1901",2,1901,"Feb",63.47646,-143.83333,1.226709127
"38","F107","2/1/1901",2,1901,"Feb",65.01387,-147.50263,0.261664659
"39","F109","2/1/1901",2,1901,"Feb",65.05546,-147.37663,0.261664659
"40","H039","2/1/1901",2,1901,"Feb",64.39926,-146.88292,0.662263513
"41","L135","2/1/1901",2,1901,"Feb",65.4746,-148.29583,0.51170826
"42","M002","2/1/1901",2,1901,"Feb",64.93764,-148.0893,0.606192112
"43","M129","2/1/1901",2,1901,"Feb",64.90838,-148.20571,0.606192112
"44","M317","2/1/1901",2,1901,"Feb",64.87877,-148.34483,0.469893098
"45","N117","2/1/1901",2,1901,"Feb",64.59141,-149.03287,0.287488282
"46","N088","2/1/1901",2,1901,"Feb",64.64441,-148.82215,0.287488282
"47","N130","2/1/1901",2,1901,"Feb",64.65214,-148.70134,0.327982754
"48","N059","2/1/1901",2,1901,"Feb",64.62197,-149.04625,0.287488282
"49","N307","2/1/1901",2,1901,"Feb",64.4847,-149.07802,0.287488282
"50","N424","2/1/1901",2,1901,"Feb",64.70219,-148.65499,0.327982754
"51","S244","2/1/1901",2,1901,"Feb",64.52528,-146.96903,0.662263513
"52","S157","2/1/1901",2,1901,"Feb",63.68814,-144.48096,0.982254624
"53","T105","2/1/1901",2,1901,"Feb",64.84778,-147.034,0.412080467
"54","BCEF","2/1/1901",2,1901,"Feb",64.742956,-148.316347,0.327982754
"55","BD3.5","2/1/1901",2,1901,"Feb",65.07541,-150.32988,0.421886981
"56","CPCR","2/1/1901",2,1901,"Feb",65.184791,-147.388939,0.261664659
"57","F028","2/1/1901",2,1901,"Feb",64.83533178,-148.085284,0.606192112
"58","L137","2/1/1901",2,1901,"Feb",65.197966,-147.240658,0.412080467
"59","MDMX","2/1/1901",2,1901,"Feb",64.9043,-148.3197,0.469893098
"60","tcc55","2/1/1901",2,1901,"Feb",63.2182,-142.2077,0.831662238
"61","tcc56","2/1/1901",2,1901,"Feb",63.2182,-142.2077327,0.831662238
"62","tcc57","2/1/1901",2,1901,"Feb",63.2182,-142.2077327,0.831662238
"63","A218","3/1/1901",3,1901,"Mar",64.54661,-146.82771,-0.517727852
"64","C138","3/1/1901",3,1901,"Mar",65.20908,-147.21226,-0.378218681
"65","D012","3/1/1901",3,1901,"Mar",64.29331,-146.44898,-0.587688327
"66","D017","3/1/1901",3,1901,"Mar",64.27177,-146.18503,-0.657566011
"67","D022","3/1/1901",3,1901,"Mar",64.20643,-145.85593,-0.657566011
"68","D953","3/1/1901",3,1901,"Mar",63.47646,-143.83333,-0.643112004
"69","F107","3/1/1901",3,1901,"Mar",65.01387,-147.50263,-0.260308594
"70","F109","3/1/1901",3,1901,"Mar",65.05546,-147.37663,-0.260308594
"71","H039","3/1/1901",3,1901,"Mar",64.39926,-146.88292,-0.517727852
"72","L135","3/1/1901",3,1901,"Mar",65.4746,-148.29583,-0.365318358
"73","M002","3/1/1901",3,1901,"Mar",64.93764,-148.0893,-0.146977559
"74","M129","3/1/1901",3,1901,"Mar",64.90838,-148.20571,-0.146977559
"75","M317","3/1/1901",3,1901,"Mar",64.87877,-148.34483,-0.113052934
"76","N117","3/1/1901",3,1901,"Mar",64.59141,-149.03287,-0.291045517
"77","N088","3/1/1901",3,1901,"Mar",64.64441,-148.82215,-0.291045517
"78","N130","3/1/1901",3,1901,"Mar",64.65214,-148.70134,-0.330496222
"79","N059","3/1/1901",3,1901,"Mar",64.62197,-149.04625,-0.291045517
"80","N307","3/1/1901",3,1901,"Mar",64.4847,-149.07802,-0.291045517
"81","N424","3/1/1901",3,1901,"Mar",64.70219,-148.65499,-0.330496222
"82","S244","3/1/1901",3,1901,"Mar",64.52528,-146.96903,-0.517727852
"83","S157","3/1/1901",3,1901,"Mar",63.68814,-144.48096,-0.896181643
"84","T105","3/1/1901",3,1901,"Mar",64.84778,-147.034,-0.378218681
"85","BCEF","3/1/1901",3,1901,"Mar",64.742956,-148.316347,-0.330496222
"86","BD3.5","3/1/1901",3,1901,"Mar",65.07541,-150.32988,-0.198327065
"87","CPCR","3/1/1901",3,1901,"Mar",65.184791,-147.388939,-0.260308594
"88","F028","3/1/1901",3,1901,"Mar",64.83533178,-148.085284,-0.146977559
"89","L137","3/1/1901",3,1901,"Mar",65.197966,-147.240658,-0.378218681
"90","MDMX","3/1/1901",3,1901,"Mar",64.9043,-148.3197,-0.113052934
"91","tcc55","3/1/1901",3,1901,"Mar",63.2182,-142.2077,-0.948290527
"92","tcc56","3/1/1901",3,1901,"Mar",63.2182,-142.2077327,-0.948290527
"93","tcc57","3/1/1901",3,1901,"Mar",63.2182,-142.2077327,-0.948290527
"94","A218","4/1/1901",4,1901,"Apr",64.54661,-146.82771,0.721712291
"95","C138","4/1/1901",4,1901,"Apr",65.20908,-147.21226,0.819096565
"96","D012","4/1/1901",4,1901,"Apr",64.29331,-146.44898,0.788653731
"97","D017","4/1/1901",4,1901,"Apr",64.27177,-146.18503,0.753292382
"98","D022","4/1/1901",4,1901,"Apr",64.20643,-145.85593,0.753292382
"99","D953","4/1/1901",4,1901,"Apr",63.47646,-143.83333,0.776302874
"100","F107","4/1/1901",4,1901,"Apr",65.01387,-147.50263,0.934230566
"101","F109","4/1/1901",4,1901,"Apr",65.05546,-147.37663,0.934230566
"102","H039","4/1/1901",4,1901,"Apr",64.39926,-146.88292,0.721712291
"103","L135","4/1/1901",4,1901,"Apr",65.4746,-148.29583,0.70260191
"104","M002","4/1/1901",4,1901,"Apr",64.93764,-148.0893,0.834353924
"105","M129","4/1/1901",4,1901,"Apr",64.90838,-148.20571,0.834353924
"106","M317","4/1/1901",4,1901,"Apr",64.87877,-148.34483,0.735582113
"107","N117","4/1/1901",4,1901,"Apr",64.59141,-149.03287,0.791684985
"108","N088","4/1/1901",4,1901,"Apr",64.64441,-148.82215,0.791684985
"109","N130","4/1/1901",4,1901,"Apr",64.65214,-148.70134,0.858876646
"110","N059","4/1/1901",4,1901,"Apr",64.62197,-149.04625,0.791684985
"111","N307","4/1/1901",4,1901,"Apr",64.4847,-149.07802,0.791684985
"112","N424","4/1/1901",4,1901,"Apr",64.70219,-148.65499,0.858876646
"113","S244","4/1/1901",4,1901,"Apr",64.52528,-146.96903,0.721712291
"114","S157","4/1/1901",4,1901,"Apr",63.68814,-144.48096,0.893160224
"115","T105","4/1/1901",4,1901,"Apr",64.84778,-147.034,0.819096565
"116","BCEF","4/1/1901",4,1901,"Apr",64.742956,-148.316347,0.858876646
"117","BD3.5","4/1/1901",4,1901,"Apr",65.07541,-150.32988,0.871891439
"118","CPCR","4/1/1901",4,1901,"Apr",65.184791,-147.388939,0.934230566
"119","F028","4/1/1901",4,1901,"Apr",64.83533178,-148.085284,0.834353924
"120","L137","4/1/1901",4,1901,"Apr",65.197966,-147.240658,0.819096565
"121","MDMX","4/1/1901",4,1901,"Apr",64.9043,-148.3197,0.735582113
"122","tcc55","4/1/1901",4,1901,"Apr",63.2182,-142.2077,0.725202799
"123","tcc56","4/1/1901",4,1901,"Apr",63.2182,-142.2077327,0.725202799
"124","tcc57","4/1/1901",4,1901,"Apr",63.2182,-142.2077327,0.725202799
"125","A218","5/1/1901",5,1901,"May",64.54661,-146.82771,0.29921332
"126","C138","5/1/1901",5,1901,"May",65.20908,-147.21226,0.345366061
"127","D012","5/1/1901",5,1901,"May",64.29331,-146.44898,0.392668337
"128","D017","5/1/1901",5,1901,"May",64.27177,-146.18503,0.377365142
"129","D022","5/1/1901",5,1901,"May",64.20643,-145.85593,0.377365142
"130","D953","5/1/1901",5,1901,"May",63.47646,-143.83333,0.701854885
"131","F107","5/1/1901",5,1901,"May",65.01387,-147.50263,0.371366352
"132","F109","5/1/1901",5,1901,"May",65.05546,-147.37663,0.371366352
"133","H039","5/1/1901",5,1901,"May",64.39926,-146.88292,0.29921332
"134","L135","5/1/1901",5,1901,"May",65.4746,-148.29583,0.125675425
"135","M002","5/1/1901",5,1901,"May",64.93764,-148.0893,0.178770483
"136","M129","5/1/1901",5,1901,"May",64.90838,-148.20571,0.178770483
"137","M317","5/1/1901",5,1901,"May",64.87877,-148.34483,0.088241726
"138","N117","5/1/1901",5,1901,"May",64.59141,-149.03287,-0.108766258
"139","N088","5/1/1901",5,1901,"May",64.64441,-148.82215,-0.108766258
"140","N130","5/1/1901",5,1901,"May",64.65214,-148.70134,0.099685252
"141","N059","5/1/1901",5,1901,"May",64.62197,-149.04625,-0.108766258
"142","N307","5/1/1901",5,1901,"May",64.4847,-149.07802,-0.108766258
"143","N424","5/1/1901",5,1901,"May",64.70219,-148.65499,0.099685252
"144","S244","5/1/1901",5,1901,"May",64.52528,-146.96903,0.29921332
"145","S157","5/1/1901",5,1901,"May",63.68814,-144.48096,0.728418946
"146","T105","5/1/1901",5,1901,"May",64.84778,-147.034,0.345366061
"147","BCEF","5/1/1901",5,1901,"May",64.742956,-148.316347,0.099685252
"148","BD3.5","5/1/1901",5,1901,"May",65.07541,-150.32988,-0.192482904
"149","CPCR","5/1/1901",5,1901,"May",65.184791,-147.388939,0.371366352
"150","F028","5/1/1901",5,1901,"May",64.83533178,-148.085284,0.178770483
"151","L137","5/1/1901",5,1901,"May",65.197966,-147.240658,0.345366061
"152","MDMX","5/1/1901",5,1901,"May",64.9043,-148.3197,0.088241726
"153","tcc55","5/1/1901",5,1901,"May",63.2182,-142.2077,0.771755219
"154","tcc56","5/1/1901",5,1901,"May",63.2182,-142.2077327,0.771755219
"155","tcc57","5/1/1901",5,1901,"May",63.2182,-142.2077327,0.771755219
"156","A218","6/1/1901",6,1901,"Jun",64.54661,-146.82771,-0.289071411
"157","C138","6/1/1901",6,1901,"Jun",65.20908,-147.21226,-0.25232017
"158","D012","6/1/1901",6,1901,"Jun",64.29331,-146.44898,-0.092263944
"159","D017","6/1/1901",6,1901,"Jun",64.27177,-146.18503,-0.107007422
"160","D022","6/1/1901",6,1901,"Jun",64.20643,-145.85593,-0.107007422
"161","D953","6/1/1901",6,1901,"Jun",63.47646,-143.83333,0.11033307
"162","F107","6/1/1901",6,1901,"Jun",65.01387,-147.50263,-0.337854356
"163","F109","6/1/1901",6,1901,"Jun",65.05546,-147.37663,-0.337854356
"164","H039","6/1/1901",6,1901,"Jun",64.39926,-146.88292,-0.289071411
"165","L135","6/1/1901",6,1901,"Jun",65.4746,-148.29583,-0.325834215
"166","M002","6/1/1901",6,1901,"Jun",64.93764,-148.0893,-0.379983574
"167","M129","6/1/1901",6,1901,"Jun",64.90838,-148.20571,-0.379983574
"168","M317","6/1/1901",6,1901,"Jun",64.87877,-148.34483,-0.420991778
"169","N117","6/1/1901",6,1901,"Jun",64.59141,-149.03287,-0.234343842
"170","N088","6/1/1901",6,1901,"Jun",64.64441,-148.82215,-0.234343842
"171","N130","6/1/1901",6,1901,"Jun",64.65214,-148.70134,-0.366790414
"172","N059","6/1/1901",6,1901,"Jun",64.62197,-149.04625,-0.234343842
"173","N307","6/1/1901",6,1901,"Jun",64.4847,-149.07802,-0.234343842
"174","N424","6/1/1901",6,1901,"Jun",64.70219,-148.65499,-0.366790414
"175","S244","6/1/1901",6,1901,"Jun",64.52528,-146.96903,-0.289071411
"176","S157","6/1/1901",6,1901,"Jun",63.68814,-144.48096,0.083963312
"177","T105","6/1/1901",6,1901,"Jun",64.84778,-147.034,-0.25232017
"178","BCEF","6/1/1901",6,1901,"Jun",64.742956,-148.316347,-0.366790414
"179","BD3.5","6/1/1901",6,1901,"Jun",65.07541,-150.32988,-0.33967793
"180","CPCR","6/1/1901",6,1901,"Jun",65.184791,-147.388939,-0.337854356
"181","F028","6/1/1901",6,1901,"Jun",64.83533178,-148.085284,-0.379983574
"182","L137","6/1/1901",6,1901,"Jun",65.197966,-147.240658,-0.25232017
"183","MDMX","6/1/1901",6,1901,"Jun",64.9043,-148.3197,-0.420991778
"184","tcc55","6/1/1901",6,1901,"Jun",63.2182,-142.2077,0.150964886
"185","tcc56","6/1/1901",6,1901,"Jun",63.2182,-142.2077327,0.150964886
"186","tcc57","6/1/1901",6,1901,"Jun",63.2182,-142.2077327,0.150964886
"187","A218","7/1/1901",7,1901,"Jul",64.54661,-146.82771,-0.386624396
"188","C138","7/1/1901",7,1901,"Jul",65.20908,-147.21226,-0.373392105
"189","D012","7/1/1901",7,1901,"Jul",64.29331,-146.44898,-0.359489113
"190","D017","7/1/1901",7,1901,"Jul",64.27177,-146.18503,-0.3755593
"191","D022","7/1/1901",7,1901,"Jul",64.20643,-145.85593,-0.3755593
"192","D953","7/1/1901",7,1901,"Jul",63.47646,-143.83333,-0.433256835
"193","F107","7/1/1901",7,1901,"Jul",65.01387,-147.50263,-0.367726266
"194","F109","7/1/1901",7,1901,"Jul",65.05546,-147.37663,-0.367726266
"195","H039","7/1/1901",7,1901,"Jul",64.39926,-146.88292,-0.386624396
"196","L135","7/1/1901",7,1901,"Jul",65.4746,-148.29583,-0.331695974
"197","M002","7/1/1901",7,1901,"Jul",64.93764,-148.0893,-0.308814526
"198","M129","7/1/1901",7,1901,"Jul",64.90838,-148.20571,-0.308814526
"199","M317","7/1/1901",7,1901,"Jul",64.87877,-148.34483,-0.315347075
"200","N117","7/1/1901",7,1901,"Jul",64.59141,-149.03287,-0.257302344
"201","N088","7/1/1901",7,1901,"Jul",64.64441,-148.82215,-0.257302344
"202","N130","7/1/1901",7,1901,"Jul",64.65214,-148.70134,-0.317154974
"203","N059","7/1/1901",7,1901,"Jul",64.62197,-149.04625,-0.257302344
"204","N307","7/1/1901",7,1901,"Jul",64.4847,-149.07802,-0.257302344
"205","N424","7/1/1901",7,1901,"Jul",64.70219,-148.65499,-0.317154974
"206","S244","7/1/1901",7,1901,"Jul",64.52528,-146.96903,-0.386624396
"207","S157","7/1/1901",7,1901,"Jul",63.68814,-144.48096,-0.475693345
"208","T105","7/1/1901",7,1901,"Jul",64.84778,-147.034,-0.373392105
"209","BCEF","7/1/1901",7,1901,"Jul",64.742956,-148.316347,-0.317154974
"210","BD3.5","7/1/1901",7,1901,"Jul",65.07541,-150.32988,-0.304255724
"211","CPCR","7/1/1901",7,1901,"Jul",65.184791,-147.388939,-0.367726266
"212","F028","7/1/1901",7,1901,"Jul",64.83533178,-148.085284,-0.308814526
"213","L137","7/1/1901",7,1901,"Jul",65.197966,-147.240658,-0.373392105
"214","MDMX","7/1/1901",7,1901,"Jul",64.9043,-148.3197,-0.315347075
"215","tcc55","7/1/1901",7,1901,"Jul",63.2182,-142.2077,-0.457743704
"216","tcc56","7/1/1901",7,1901,"Jul",63.2182,-142.2077327,-0.457743704
"217","tcc57","7/1/1901",7,1901,"Jul",63.2182,-142.2077327,-0.457743704
"218","A218","8/1/1901",8,1901,"Aug",64.54661,-146.82771,0.004035074
"219","C138","8/1/1901",8,1901,"Aug",65.20908,-147.21226,0.008996281
"220","D012","8/1/1901",8,1901,"Aug",64.29331,-146.44898,0.010139261
"221","D017","8/1/1901",8,1901,"Aug",64.27177,-146.18503,-0.05911893
"222","D022","8/1/1901",8,1901,"Aug",64.20643,-145.85593,-0.05911893
"223","D953","8/1/1901",8,1901,"Aug",63.47646,-143.83333,0.120144919
"224","F107","8/1/1901",8,1901,"Aug",65.01387,-147.50263,0.004343309
"225","F109","8/1/1901",8,1901,"Aug",65.05546,-147.37663,0.004343309
"226","H039","8/1/1901",8,1901,"Aug",64.39926,-146.88292,0.004035074
"227","L135","8/1/1901",8,1901,"Aug",65.4746,-148.29583,0.045211166
"228","M002","8/1/1901",8,1901,"Aug",64.93764,-148.0893,0.074962288
"229","M129","8/1/1901",8,1901,"Aug",64.90838,-148.20571,0.074962288
"230","M317","8/1/1901",8,1901,"Aug",64.87877,-148.34483,0.041220266
"231","N117","8/1/1901",8,1901,"Aug",64.59141,-149.03287,-0.016559452
"232","N088","8/1/1901",8,1901,"Aug",64.64441,-148.82215,-0.016559452
"233","N130","8/1/1901",8,1901,"Aug",64.65214,-148.70134,-0.064072013
"234","N059","8/1/1901",8,1901,"Aug",64.62197,-149.04625,-0.016559452
"235","N307","8/1/1901",8,1901,"Aug",64.4847,-149.07802,-0.016559452
"236","N424","8/1/1901",8,1901,"Aug",64.70219,-148.65499,-0.064072013
"237","S244","8/1/1901",8,1901,"Aug",64.52528,-146.96903,0.004035074
"238","S157","8/1/1901",8,1901,"Aug",63.68814,-144.48096,0.015668102
"239","T105","8/1/1901",8,1901,"Aug",64.84778,-147.034,0.008996281
"240","BCEF","8/1/1901",8,1901,"Aug",64.742956,-148.316347,-0.064072013
"241","BD3.5","8/1/1901",8,1901,"Aug",65.07541,-150.32988,0.024183076
"242","CPCR","8/1/1901",8,1901,"Aug",65.184791,-147.388939,0.004343309
"243","F028","8/1/1901",8,1901,"Aug",64.83533178,-148.085284,0.074962288
"244","L137","8/1/1901",8,1901,"Aug",65.197966,-147.240658,0.008996281
"245","MDMX","8/1/1901",8,1901,"Aug",64.9043,-148.3197,0.041220266
"246","tcc55","8/1/1901",8,1901,"Aug",63.2182,-142.2077,0.191905439
"247","tcc56","8/1/1901",8,1901,"Aug",63.2182,-142.2077327,0.191905439
"248","tcc57","8/1/1901",8,1901,"Aug",63.2182,-142.2077327,0.191905439
"249","A218","9/1/1901",9,1901,"Sep",64.54661,-146.82771,-0.528820634
"250","C138","9/1/1901",9,1901,"Sep",65.20908,-147.21226,-0.636754215
"251","D012","9/1/1901",9,1901,"Sep",64.29331,-146.44898,-0.579697549
"252","D017","9/1/1901",9,1901,"Sep",64.27177,-146.18503,-0.58837384
"253","D022","9/1/1901",9,1901,"Sep",64.20643,-145.85593,-0.58837384
"254","D953","9/1/1901",9,1901,"Sep",63.47646,-143.83333,-0.593398035
"255","F107","9/1/1901",9,1901,"Sep",65.01387,-147.50263,-0.858301044
"256","F109","9/1/1901",9,1901,"Sep",65.05546,-147.37663,-0.858301044
"257","H039","9/1/1901",9,1901,"Sep",64.39926,-146.88292,-0.528820634
"258","L135","9/1/1901",9,1901,"Sep",65.4746,-148.29583,-0.561581135
"259","M002","9/1/1901",9,1901,"Sep",64.93764,-148.0893,-0.515501142
"260","M129","9/1/1901",9,1901,"Sep",64.90838,-148.20571,-0.515501142
"261","M317","9/1/1901",9,1901,"Sep",64.87877,-148.34483,-0.525899529
"262","N117","9/1/1901",9,1901,"Sep",64.59141,-149.03287,-0.346305102
"263","N088","9/1/1901",9,1901,"Sep",64.64441,-148.82215,-0.346305102
"264","N130","9/1/1901",9,1901,"Sep",64.65214,-148.70134,-0.345011503
"265","N059","9/1/1901",9,1901,"Sep",64.62197,-149.04625,-0.346305102
"266","N307","9/1/1901",9,1901,"Sep",64.4847,-149.07802,-0.346305102
"267","N424","9/1/1901",9,1901,"Sep",64.70219,-148.65499,-0.345011503
"268","S244","9/1/1901",9,1901,"Sep",64.52528,-146.96903,-0.528820634
"269","S157","9/1/1901",9,1901,"Sep",63.68814,-144.48096,-0.483170122
"270","T105","9/1/1901",9,1901,"Sep",64.84778,-147.034,-0.636754215
"271","BCEF","9/1/1901",9,1901,"Sep",64.742956,-148.316347,-0.345011503
"272","BD3.5","9/1/1901",9,1901,"Sep",65.07541,-150.32988,-0.374861032
"273","CPCR","9/1/1901",9,1901,"Sep",65.184791,-147.388939,-0.858301044
"274","F028","9/1/1901",9,1901,"Sep",64.83533178,-148.085284,-0.515501142
"275","L137","9/1/1901",9,1901,"Sep",65.197966,-147.240658,-0.636754215
"276","MDMX","9/1/1901",9,1901,"Sep",64.9043,-148.3197,-0.525899529
"277","tcc55","9/1/1901",9,1901,"Sep",63.2182,-142.2077,-0.537907302
"278","tcc56","9/1/1901",9,1901,"Sep",63.2182,-142.2077327,-0.537907302
"279","tcc57","9/1/1901",9,1901,"Sep",63.2182,-142.2077327,-0.537907302
"280","A218","10/1/1901",10,1901,"Oct",64.54661,-146.82771,-0.156376466
"281","C138","10/1/1901",10,1901,"Oct",65.20908,-147.21226,-0.518486619
"282","D012","10/1/1901",10,1901,"Oct",64.29331,-146.44898,-0.437945694
"283","D017","10/1/1901",10,1901,"Oct",64.27177,-146.18503,-0.424527943
"284","D022","10/1/1901",10,1901,"Oct",64.20643,-145.85593,-0.424527943
"285","D953","10/1/1901",10,1901,"Oct",63.47646,-143.83333,-0.636654079
"286","F107","10/1/1901",10,1901,"Oct",65.01387,-147.50263,-0.366510302
"287","F109","10/1/1901",10,1901,"Oct",65.05546,-147.37663,-0.366510302
"288","H039","10/1/1901",10,1901,"Oct",64.39926,-146.88292,-0.156376466
"289","L135","10/1/1901",10,1901,"Oct",65.4746,-148.29583,-0.101567075
"290","M002","10/1/1901",10,1901,"Oct",64.93764,-148.0893,-0.049576864
"291","M129","10/1/1901",10,1901,"Oct",64.90838,-148.20571,-0.049576864
"292","M317","10/1/1901",10,1901,"Oct",64.87877,-148.34483,0.060428523
"293","N117","10/1/1901",10,1901,"Oct",64.59141,-149.03287,0.111547418
"294","N088","10/1/1901",10,1901,"Oct",64.64441,-148.82215,0.111547418
"295","N130","10/1/1901",10,1901,"Oct",64.65214,-148.70134,0.125752524
"296","N059","10/1/1901",10,1901,"Oct",64.62197,-149.04625,0.111547418
"297","N307","10/1/1901",10,1901,"Oct",64.4847,-149.07802,0.111547418
"298","N424","10/1/1901",10,1901,"Oct",64.70219,-148.65499,0.125752524
"299","S244","10/1/1901",10,1901,"Oct",64.52528,-146.96903,-0.156376466
"300","S157","10/1/1901",10,1901,"Oct",63.68814,-144.48096,-0.6837641
"301","T105","10/1/1901",10,1901,"Oct",64.84778,-147.034,-0.518486619
"302","BCEF","10/1/1901",10,1901,"Oct",64.742956,-148.316347,0.125752524
"303","BD3.5","10/1/1901",10,1901,"Oct",65.07541,-150.32988,-0.144236326
"304","CPCR","10/1/1901",10,1901,"Oct",65.184791,-147.388939,-0.366510302
"305","F028","10/1/1901",10,1901,"Oct",64.83533178,-148.085284,-0.049576864
"306","L137","10/1/1901",10,1901,"Oct",65.197966,-147.240658,-0.518486619
"307","MDMX","10/1/1901",10,1901,"Oct",64.9043,-148.3197,0.060428523
"308","tcc55","10/1/1901",10,1901,"Oct",63.2182,-142.2077,-0.376147389
"309","tcc56","10/1/1901",10,1901,"Oct",63.2182,-142.2077327,-0.376147389
"310","tcc57","10/1/1901",10,1901,"Oct",63.2182,-142.2077327,-0.376147389
"311","A218","11/1/1901",11,1901,"Nov",64.54661,-146.82771,0.246693656
"312","C138","11/1/1901",11,1901,"Nov",65.20908,-147.21226,0.176736474
"313","D012","11/1/1901",11,1901,"Nov",64.29331,-146.44898,0.351135343
"314","D017","11/1/1901",11,1901,"Nov",64.27177,-146.18503,-0.062787712
"315","D022","11/1/1901",11,1901,"Nov",64.20643,-145.85593,-0.062787712
"316","D953","11/1/1901",11,1901,"Nov",63.47646,-143.83333,-0.406593531
"317","F107","11/1/1901",11,1901,"Nov",65.01387,-147.50263,0.381921381
"318","F109","11/1/1901",11,1901,"Nov",65.05546,-147.37663,0.381921381
"319","H039","11/1/1901",11,1901,"Nov",64.39926,-146.88292,0.246693656
"320","L135","11/1/1901",11,1901,"Nov",65.4746,-148.29583,0.393441051
"321","M002","11/1/1901",11,1901,"Nov",64.93764,-148.0893,0.358140081
"322","M129","11/1/1901",11,1901,"Nov",64.90838,-148.20571,0.358140081
"323","M317","11/1/1901",11,1901,"Nov",64.87877,-148.34483,0.556817293
"324","N117","11/1/1901",11,1901,"Nov",64.59141,-149.03287,0.440090954
"325","N088","11/1/1901",11,1901,"Nov",64.64441,-148.82215,0.440090954
"326","N130","11/1/1901",11,1901,"Nov",64.65214,-148.70134,0.454094499
"327","N059","11/1/1901",11,1901,"Nov",64.62197,-149.04625,0.440090954
"328","N307","11/1/1901",11,1901,"Nov",64.4847,-149.07802,0.440090954
"329","N424","11/1/1901",11,1901,"Nov",64.70219,-148.65499,0.454094499
"330","S244","11/1/1901",11,1901,"Nov",64.52528,-146.96903,0.246693656
"331","S157","11/1/1901",11,1901,"Nov",63.68814,-144.48096,-0.064777315
"332","T105","11/1/1901",11,1901,"Nov",64.84778,-147.034,0.176736474
"333","BCEF","11/1/1901",11,1901,"Nov",64.742956,-148.316347,0.454094499
"334","BD3.5","11/1/1901",11,1901,"Nov",65.07541,-150.32988,0.334802628
"335","CPCR","11/1/1901",11,1901,"Nov",65.184791,-147.388939,0.381921381
"336","F028","11/1/1901",11,1901,"Nov",64.83533178,-148.085284,0.358140081
"337","L137","11/1/1901",11,1901,"Nov",65.197966,-147.240658,0.176736474
"338","MDMX","11/1/1901",11,1901,"Nov",64.9043,-148.3197,0.556817293
"339","tcc55","11/1/1901",11,1901,"Nov",63.2182,-142.2077,0.023583243
"340","tcc56","11/1/1901",11,1901,"Nov",63.2182,-142.2077327,0.023583243
"341","tcc57","11/1/1901",11,1901,"Nov",63.2182,-142.2077327,0.023583243
"342","A218","12/1/1901",12,1901,"Dec",64.54661,-146.82771,0.069573857
